Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
PSTI,7.91,Call,9.00,04/17/20,4,0.50,0.63,0.75,0.65,990,346,2.86,316.38%,04/13/20
AAPL,273.25,Call,270.00,04/17/20,4,6.50,6.75,7.00,6.80,42856,15002,2.86,43.93%,04/13/20
TSLA,650.95,Call,650.00,04/24/20,11,47.00,47.45,47.90,47.42,1116,392,2.85,104.06%,04/13/20
BAC,23.92,Put,24.50,04/17/20,4,1.29,1.34,1.38,1.30,4351,1528,2.85,97.49%,04/13/20
STX,50.91,Call,52.00,04/17/20,4,0.53,0.64,0.74,0.51,523,184,2.84,44.46%,04/13/20
NFLX,396.72,Put,347.50,04/17/20,4,0.50,0.64,0.78,0.58,630,222,2.84,75.87%,04/13/20
JPM,98.19,Put,81.00,04/17/20,4,0.13,0.17,0.20,0.15,1056,372,2.84,104.05%,04/13/20
BA,147.33,Put,147.00,04/17/20,4,5.75,6.35,6.95,6.60,1223,431,2.84,110.30%,04/13/20
AMZN,2168.87,Call,2170.00,04/24/20,11,63.05,65.03,67.00,66.55,565,200,2.83,44.39%,04/13/20
EPD,16.73,Put,14.00,05/15/20,32,0.50,0.55,0.60,0.60,6078,2145,2.83,89.55%,04/13/20
VZ,56.67,Call,62.50,05/15/20,32,0.10,0.15,0.20,0.12,624,221,2.82,22.10%,04/13/20
BAC,23.92,Call,27.50,04/24/20,11,0.09,0.17,0.25,0.22,786,279,2.82,72.60%,04/13/20
AAPL,273.25,Put,235.00,04/24/20,11,0.57,0.69,0.80,0.71,1682,596,2.82,57.40%,04/13/20
WORK,24.96,Put,23.50,04/17/20,4,0.25,0.3,0.35,0.36,610,217,2.81,90.07%,04/13/20
AAPL,273.25,Put,265.00,04/24/20,11,4.40,4.6,4.80,4.70,2580,918,2.81,44.08%,04/13/20
BAC,23.92,Call,21.00,04/24/20,11,3.30,3.38,3.45,3.40,2486,891,2.79,96.90%,04/13/20
WYNN,69.3,Put,64.00,04/17/20,4,1.28,1.57,1.85,1.55,523,188,2.78,129.47%,04/13/20
JNJ,139.77,Call,141.00,04/17/20,4,2.55,2.64,2.73,2.65,884,320,2.76,54.90%,04/13/20
TSLA,650.95,Put,505.00,04/17/20,4,0.50,0.54,0.59,0.58,1853,671,2.76,120.15%,04/13/20
GOLD,24.37,Put,22.00,01/15/21,277,2.68,2.82,2.95,2.82,5027,1819,2.76,50.17%,04/13/20
AMZN,2168.87,Call,2180.00,04/24/20,11,58.25,60.28,62.30,62.30,585,213,2.75,44.70%,04/13/20
TSLA,650.95,Put,660.00,04/17/20,4,30.60,31.7,32.80,31.90,532,194,2.74,99.38%,04/13/20
ZM,135.92,Call,133.00,04/17/20,4,7.60,8.15,8.70,7.80,611,223,2.74,110.83%,04/13/20
AAPL,273.25,Call,277.50,04/24/20,11,5.30,5.43,5.55,5.40,872,318,2.74,38.19%,04/13/20
SQ,59.42,Put,51.00,04/24/20,11,0.89,1.03,1.17,0.94,999,365,2.74,98.11%,04/13/20
SQ,59.42,Call,64.00,04/17/20,4,0.67,0.75,0.83,0.75,1026,375,2.74,91.86%,04/13/20
AMZN,2168.87,Call,2150.00,06/19/20,67,140.85,145.45,150.05,150.05,1029,375,2.74,37.35%,04/13/20
AAL,11.56,Call,12.00,04/17/20,4,0.67,0.68,0.68,0.69,10418,3810,2.73,181.62%,04/13/20
NVDA,269.85,Call,262.50,04/17/20,4,11.05,11.45,11.85,11.60,1667,612,2.72,65.86%,04/13/20
AMZN,2168.87,Put,2030.00,04/17/20,4,3.00,3.2,3.40,3.15,2161,795,2.72,43.70%,04/13/20
CTSO,8,Call,10.00,04/17/20,4,0.25,0.28,0.30,0.25,811,299,2.71,248.00%,04/13/20
COF,56.5,Put,55.00,01/15/21,277,9.70,10.2,10.70,10.55,510,189,2.7,60.67%,04/13/20
TSLA,650.95,Call,600.00,04/24/20,11,71.35,75.68,80.00,75.80,1391,516,2.7,105.75%,04/13/20
AMD,50.94,Call,49.00,04/24/20,11,3.30,3.35,3.40,3.40,1732,642,2.7,66.15%,04/13/20
GILD,75.28,Call,120.00,06/19/20,67,0.44,0.54,0.63,0.50,2682,993,2.7,64.44%,04/13/20
NIO,2.97,Put,3.00,05/01/20,18,0.31,0.33,0.34,0.33,657,244,2.69,119.82%,04/13/20
NCLH,11.36,Call,11.50,04/17/20,4,0.70,0.85,1.00,0.89,1147,426,2.69,200.98%,04/13/20
AMZN,2168.87,Call,2300.00,04/17/20,4,5.50,5.65,5.80,5.65,5952,2214,2.69,45.57%,04/13/20
INSG,10.38,Put,10.00,04/17/20,4,0.35,0.43,0.50,0.40,713,266,2.68,134.21%,04/13/20
ABT,85.85,Put,65.00,05/15/20,32,0.62,0.71,0.80,0.62,925,346,2.67,69.63%,04/13/20
TSLA,650.95,Call,540.00,04/17/20,4,108.30,112.05,115.80,111.40,1157,434,2.67,86.02%,04/13/20
AMZN,2168.87,Put,1955.00,04/17/20,4,0.70,0.99,1.28,1.11,516,194,2.66,51.28%,04/13/20
AMD,50.94,Call,54.00,05/01/20,18,0.30,1.07,1.83,1.70,579,218,2.66,63.98%,04/13/20
ZM,135.92,Call,157.50,04/17/20,4,0.75,0.85,0.95,0.85,524,198,2.65,111.76%,04/13/20
AAPL,273.25,Call,267.50,05/01/20,18,14.15,14.6,15.05,14.50,593,224,2.65,47.16%,04/13/20
GILD,75.28,Call,74.50,04/17/20,4,1.99,2.09,2.19,2.08,633,239,2.65,52.90%,04/13/20
TRGP,8.55,Call,10.00,04/17/20,4,0.25,0.25,0.25,0.25,1078,407,2.65,198.55%,04/13/20
AGIO,39.78,Put,35.00,05/15/20,32,1.15,1.53,1.90,1.35,1263,477,2.65,72.73%,04/13/20
TSLA,650.95,Put,575.00,04/17/20,4,3.25,3.38,3.50,3.40,4518,1704,2.65,97.67%,04/13/20
VZ,56.67,Put,54.00,05/08/20,25,0.89,1,1.10,0.90,554,210,2.64,34.11%,04/13/20
PCAR,65.93,Put,60.00,08/21/20,130,4.40,4.9,5.40,4.60,609,231,2.64,48.99%,04/13/20
AMZN,2168.87,Put,2010.00,04/17/20,4,2.10,2.28,2.45,2.30,1089,413,2.64,45.46%,04/13/20
TSLA,650.95,Call,850.00,04/17/20,4,1.13,1.15,1.17,1.17,1966,744,2.64,134.42%,04/13/20
LYFT,30.66,Put,29.00,04/17/20,4,0.80,0.83,0.85,0.84,3069,1164,2.64,122.97%,04/13/20
AMZN,2168.87,Put,2100.00,05/15/20,32,73.00,75.5,78.00,76.60,613,233,2.63,43.13%,04/13/20
AMZN,2168.87,Call,2030.00,06/19/20,67,213.60,218.08,222.55,218.30,727,277,2.62,37.49%,04/13/20
JNJ,139.77,Call,139.00,04/17/20,4,3.70,3.98,4.25,3.75,789,301,2.62,57.38%,04/13/20
SQ,59.42,Put,56.00,04/17/20,4,0.86,1.09,1.31,1.09,1721,656,2.62,100.87%,04/13/20
UAL,28.91,Call,30.00,04/17/20,4,1.75,1.8,1.85,1.79,7053,2688,2.62,186.65%,04/13/20
AAL,11.56,Call,13.00,04/17/20,4,0.37,0.38,0.39,0.38,24728,9453,2.62,181.23%,04/13/20
SQ,59.42,Put,58.00,04/17/20,4,1.47,1.64,1.80,1.70,858,329,2.61,95.71%,04/13/20
MTCH,68.48,Call,65.00,04/17/20,4,4.00,4.1,4.20,4.20,4322,1656,2.61,71.29%,04/13/20
WFC,31.43,Call,36.00,04/17/20,4,0.16,0.21,0.25,0.25,2571,989,2.6,113.19%,04/13/20
AMRN,6.39,Call,6.50,04/17/20,4,0.51,0.52,0.52,0.50,8461,3264,2.59,205.79%,04/13/20
FB,174.79,Call,180.00,04/17/20,4,1.04,1.08,1.11,1.05,11894,4607,2.58,39.74%,04/13/20
ADBE,320.65,Call,350.00,05/15/20,32,3.00,3.65,4.30,4.00,616,240,2.57,35.26%,04/13/20
CVX,84.91,Call,92.50,05/15/20,32,2.50,2.72,2.94,2.66,1082,421,2.57,53.81%,04/13/20
UAL,28.91,Call,35.00,01/15/21,277,6.70,6.85,7.00,6.79,1454,565,2.57,87.18%,04/13/20
BCRX,2.35,Call,4.00,05/15/20,32,0.16,0.19,0.21,0.20,515,202,2.55,209.05%,04/13/20
ABT,85.85,Call,84.50,04/17/20,4,1.50,2.25,3.00,2.53,668,262,2.55,49.64%,04/13/20
GME,4.74,Put,4.50,04/17/20,4,0.25,0.32,0.39,0.31,1231,483,2.55,217.90%,04/13/20
SQ,59.42,Call,59.00,04/17/20,4,2.34,2.54,2.74,2.56,810,320,2.53,94.65%,04/13/20
AMRN,6.39,Call,6.50,04/24/20,11,0.50,0.58,0.66,0.61,1465,580,2.53,148.82%,04/13/20
UAL,28.91,Call,30.00,04/24/20,11,2.65,2.76,2.88,2.73,580,230,2.52,159.40%,04/13/20
AMD,50.94,Put,54.00,04/24/20,11,3.85,3.97,4.10,4.15,616,245,2.51,63.97%,04/13/20
JNJ,139.77,Put,139.00,04/17/20,4,2.49,2.82,3.15,2.85,762,304,2.51,55.50%,04/13/20
NFLX,396.72,Call,450.00,04/24/20,11,4.60,4.8,5.00,4.75,1546,615,2.51,74.22%,04/13/20
NVDA,269.85,Call,280.00,04/17/20,4,2.65,2.73,2.81,2.80,9243,3691,2.5,58.12%,04/13/20
GME,4.74,Call,8.00,05/15/20,32,0.09,0.14,0.19,0.14,1150,461,2.49,144.66%,04/13/20
AAPL,273.25,Call,272.50,04/24/20,11,7.70,7.95,8.20,8.00,1280,514,2.49,40.02%,04/13/20
NEM,59.77,Call,70.00,01/15/21,277,5.60,5.85,6.10,5.69,1395,563,2.48,43.64%,04/13/20
AAL,11.56,Call,11.50,04/17/20,4,0.89,0.9,0.91,0.90,3398,1370,2.48,180.70%,04/13/20
SQ,59.42,Put,55.00,05/01/20,18,2.18,2.34,2.49,2.40,735,297,2.47,84.31%,04/13/20
TSLA,650.95,Put,520.00,04/17/20,4,0.70,0.73,0.75,0.71,2231,904,2.47,111.73%,04/13/20
WMT,125.3,Call,130.00,04/17/20,4,0.40,0.45,0.49,0.44,7470,3019,2.47,36.55%,04/13/20
MU,46.17,Call,47.50,04/24/20,11,1.28,1.32,1.36,1.32,921,376,2.45,58.73%,04/13/20
ABBV,80.3,Put,90.00,04/17/20,4,10.25,10.65,11.05,11.35,1516,618,2.45,144.06%,04/13/20
DAL,23.25,Put,21.00,04/17/20,4,0.46,0.51,0.55,0.51,4200,1713,2.45,146.10%,04/13/20
UAL,28.91,Call,34.00,04/17/20,4,0.67,0.69,0.71,0.68,1224,502,2.44,184.78%,04/13/20
C,46.68,Call,48.00,04/24/20,11,2.08,2.25,2.41,2.54,546,225,2.43,96.13%,04/13/20
TSLA,650.95,Call,770.00,04/17/20,4,3.70,3.83,3.95,3.85,563,232,2.43,120.86%,04/13/20
AAPL,273.25,Call,282.50,04/24/20,11,3.15,3.3,3.45,3.35,970,400,2.43,36.32%,04/13/20
AMZN,2168.87,Put,1990.00,04/17/20,4,1.60,1.84,2.08,1.70,950,392,2.42,47.30%,04/13/20
TSLA,650.95,Call,555.00,04/17/20,4,94.35,98,101.65,97.00,1228,508,2.42,88.56%,04/13/20
NFLX,396.72,Call,400.00,04/24/20,11,19.75,20.15,20.55,20.00,2716,1128,2.41,78.08%,04/13/20
JNJ,139.77,Put,131.00,04/17/20,4,0.70,0.9,1.10,0.68,567,236,2.4,60.51%,04/13/20
GOLD,24.37,Call,27.00,05/15/20,32,0.69,0.81,0.93,0.86,1891,787,2.4,62.15%,04/13/20
ZM,135.92,Put,130.00,04/17/20,4,3.90,3.95,4.00,3.90,2898,1210,2.4,116.05%,04/13/20
BA,147.33,Call,170.00,04/17/20,4,0.66,0.77,0.87,0.65,4836,2017,2.4,99.84%,04/13/20
WYNN,69.3,Put,63.00,04/17/20,4,1.03,1.45,1.86,1.35,891,373,2.39,133.24%,04/13/20
JPM,98.19,Put,84.00,04/17/20,4,0.25,0.27,0.28,0.28,922,385,2.39,99.75%,04/13/20
TSLA,650.95,Put,555.00,04/17/20,4,1.53,1.71,1.88,1.76,1767,739,2.39,100.25%,04/13/20
NFLX,396.72,Put,362.50,04/17/20,4,0.94,1.07,1.20,1.14,529,222,2.38,65.51%,04/13/20
NVDA,269.85,Put,240.00,04/24/20,11,2.62,3.21,3.80,2.86,720,302,2.38,71.14%,04/13/20
AAPL,273.25,Put,240.00,05/08/20,25,3.55,3.75,3.95,3.67,988,415,2.38,55.17%,04/13/20
ZM,135.92,Call,135.00,04/24/20,11,8.50,9.6,10.70,10.10,618,261,2.37,102.53%,04/13/20
WYNN,69.3,Put,62.50,04/17/20,4,0.91,1.33,1.74,1.26,881,372,2.37,135.15%,04/13/20
AMZN,2168.87,Call,2070.00,04/17/20,4,101.15,104.23,107.30,103.58,2764,1165,2.37,36.70%,04/13/20
AAPL,273.25,Call,270.00,04/24/20,11,9.35,9.52,9.70,9.55,6540,2756,2.37,41.23%,04/13/20
BAC,23.92,Put,21.00,05/15/20,32,0.77,0.79,0.82,0.79,12300,5183,2.37,72.38%,04/13/20
TSLA,650.95,Call,780.00,04/17/20,4,3.10,3.3,3.50,3.30,1043,442,2.36,122.69%,04/13/20
OLLI,54.24,Call,55.00,04/17/20,4,1.35,2.23,3.10,1.40,2042,865,2.36,76.75%,04/13/20
AAPL,273.25,Call,285.00,04/24/20,11,2.37,2.51,2.65,2.53,3299,1397,2.36,35.33%,04/13/20
BP,24.91,Call,30.00,06/19/20,67,0.41,0.43,0.45,0.43,4064,1720,2.36,43.29%,04/13/20
AAPL,273.25,Call,275.00,04/17/20,4,3.75,3.85,3.95,3.95,28977,12301,2.36,41.54%,04/13/20
JNJ,139.77,Call,147.00,04/17/20,4,0.63,0.74,0.85,0.70,528,225,2.35,50.71%,04/13/20
TSLA,650.95,Put,600.00,04/24/20,11,24.20,24.6,25.00,24.70,1094,466,2.35,106.01%,04/13/20
BA,147.33,Call,180.00,04/17/20,4,0.30,0.31,0.32,0.32,11983,5096,2.35,110.53%,04/13/20
AMRN,6.39,Call,8.50,04/17/20,4,0.12,0.2,0.28,0.15,769,329,2.34,259.12%,04/13/20
AMZN,2168.87,Call,2200.00,05/01/20,18,69.70,73,76.30,73.92,1175,502,2.34,45.48%,04/13/20
UAL,28.91,Put,28.00,04/17/20,4,1.67,1.76,1.85,1.81,1421,607,2.34,188.62%,04/13/20
AGNC,12.18,Put,5.00,01/15/21,277,0.21,0.4,0.60,0.33,600,258,2.33,87.65%,04/13/20
DIS,103.5,Call,101.00,04/17/20,4,3.90,4.1,4.30,4.14,1360,583,2.33,63.20%,04/13/20
MSFT,165.51,Call,167.50,04/17/20,4,1.67,1.71,1.75,1.72,10353,4448,2.33,37.17%,04/13/20
ROKU,96.56,Call,99.00,04/17/20,4,2.17,2.24,2.30,2.26,602,259,2.32,81.66%,04/13/20
UBER,27.99,Call,28.00,04/24/20,11,1.37,1.56,1.75,1.63,741,320,2.32,84.12%,04/13/20
AMZN,2168.87,Call,2090.00,04/17/20,4,84.55,87.57,90.60,89.40,1941,835,2.32,41.75%,04/13/20
BYND,76.67,Call,74.00,04/17/20,4,4.35,4.65,4.95,4.55,623,270,2.31,96.11%,04/13/20
TSLA,650.95,Call,755.00,04/17/20,4,3.85,4.43,5.00,4.78,671,290,2.31,117.44%,04/13/20
HAL,7.85,Put,8.00,04/17/20,4,0.40,0.43,0.46,0.42,4575,1984,2.31,102.92%,04/13/20
ENDP,3.79,Call,5.00,05/15/20,32,0.20,0.23,0.25,0.25,880,383,2.3,135.04%,04/13/20
SPCE,15.46,Call,18.00,04/17/20,4,0.24,0.25,0.25,0.25,2100,914,2.3,154.20%,04/13/20
JPM,98.19,Put,90.00,05/15/20,32,3.35,3.53,3.70,3.55,4173,1816,2.3,62.45%,04/13/20
AAL,11.56,Put,13.00,04/24/20,11,1.60,1.93,2.26,2.32,932,407,2.29,176.65%,04/13/20
AMD,50.94,Call,49.00,04/17/20,4,2.57,2.6,2.63,2.61,15037,6558,2.29,68.57%,04/13/20
AMZN,2168.87,Put,1950.00,04/24/20,11,9.00,9.75,10.50,9.75,555,243,2.28,50.52%,04/13/20
T,30.19,Call,31.00,07/17/20,95,1.62,1.67,1.72,1.70,2598,1139,2.28,32.70%,04/13/20
ZM,135.92,Call,148.00,04/17/20,4,1.95,2.18,2.40,2.15,1288,568,2.27,109.23%,04/13/20
WFC,31.43,Call,34.50,04/17/20,4,0.49,0.51,0.53,0.50,3226,1423,2.27,115.08%,04/13/20
WFC,31.43,Put,29.00,04/17/20,4,0.59,0.62,0.65,0.60,3511,1545,2.27,120.33%,04/13/20
AMRN,6.39,Put,5.50,04/17/20,4,0.19,0.22,0.24,0.21,2510,1113,2.26,219.66%,04/13/20
FB,174.79,Call,170.00,04/24/20,11,7.95,8.15,8.35,8.15,1146,510,2.25,45.03%,04/13/20
SM,2.23,Call,2.50,05/15/20,32,0.60,0.63,0.65,0.65,2045,908,2.25,286.69%,04/13/20
ROKU,96.56,Call,100.00,04/24/20,11,3.30,3.43,3.55,3.42,3619,1606,2.25,72.56%,04/13/20
AAL,11.56,Put,12.50,04/17/20,4,1.41,1.46,1.50,1.48,3264,1458,2.24,186.95%,04/13/20
TSLA,650.95,Call,600.00,04/17/20,4,54.35,57.18,60.00,57.72,22997,10301,2.23,92.21%,04/13/20
AMRN,6.39,Call,7.50,04/17/20,4,0.23,0.25,0.26,0.25,1942,873,2.22,229.25%,04/13/20
BA,147.33,Put,135.00,04/17/20,4,2.30,2.51,2.72,2.60,3304,1486,2.22,121.27%,04/13/20
BA,147.33,Put,140.00,04/17/20,4,3.80,3.93,4.05,3.88,5241,2361,2.22,115.87%,04/13/20
SPCE,15.46,Call,16.00,04/17/20,4,0.70,0.73,0.75,0.70,5311,2393,2.22,143.94%,04/13/20
WPM,33.92,Put,30.00,04/17/20,4,0.10,0.2,0.30,0.18,507,229,2.21,97.38%,04/13/20
JNJ,139.77,Call,144.00,04/17/20,4,1.33,1.46,1.58,1.45,555,251,2.21,52.53%,04/13/20
PGR,77.1,Put,65.00,05/15/20,32,1.30,1.38,1.45,1.40,775,350,2.21,65.35%,04/13/20
AAL,11.56,Call,12.50,04/24/20,11,0.91,0.94,0.96,0.96,2900,1321,2.2,165.99%,04/13/20
TWTR,27.21,Call,27.00,04/24/20,11,1.32,1.38,1.44,1.38,550,252,2.18,67.51%,04/13/20
VKTX,5.64,Call,6.00,05/15/20,32,0.50,0.63,0.75,0.58,1193,546,2.18,108.65%,04/13/20
BA,147.33,Call,152.50,04/17/20,4,4.50,4.68,4.85,4.50,1963,902,2.18,108.11%,04/13/20
AAPL,273.25,Call,260.00,04/24/20,11,16.25,16.53,16.80,15.80,1747,807,2.16,39.25%,04/13/20
AAL,11.56,Call,12.50,04/17/20,4,0.49,0.54,0.60,0.51,5195,2401,2.16,180.01%,04/13/20
NFLX,396.72,Call,377.50,04/17/20,4,20.60,22.28,23.95,21.84,820,382,2.15,56.59%,04/13/20
BABA,199.44,Call,200.00,04/24/20,11,4.40,4.55,4.70,4.50,1503,699,2.15,34.24%,04/13/20
ET,5.96,Call,6.50,05/22/20,39,0.32,0.44,0.55,0.40,521,243,2.14,77.86%,04/13/20
KO,46.93,Put,47.00,04/17/20,4,0.52,0.75,0.98,0.79,523,244,2.14,38.66%,04/13/20
AMC,2.08,Put,2.00,05/01/20,18,0.55,0.58,0.60,0.60,909,424,2.14,363.87%,04/13/20
SQ,59.42,Put,53.00,04/17/20,4,0.53,0.57,0.60,0.57,1107,517,2.14,111.83%,04/13/20
UAL,28.91,Put,21.00,04/17/20,4,0.20,0.25,0.30,0.25,1464,685,2.14,229.30%,04/13/20
TSLA,650.95,Call,900.00,04/17/20,4,0.60,0.63,0.65,0.64,2461,1152,2.14,143.64%,04/13/20
AMC,2.08,Call,4.00,06/19/20,67,0.25,0.3,0.35,0.26,2493,1167,2.14,187.43%,04/13/20
BA,147.33,Put,145.00,04/17/20,4,5.40,5.6,5.80,5.81,2978,1390,2.14,113.48%,04/13/20
NVDA,269.85,Call,270.00,04/17/20,4,6.50,6.73,6.95,6.80,7570,3533,2.14,60.82%,04/13/20
BAC,23.92,Put,24.00,05/01/20,18,1.48,1.53,1.57,1.53,756,357,2.12,70.67%,04/13/20
JPM,98.19,Put,82.00,04/17/20,4,0.16,0.18,0.20,0.17,1312,619,2.12,100.89%,04/13/20
AAL,11.56,Call,14.50,04/17/20,4,0.15,0.2,0.25,0.14,1725,815,2.12,181.53%,04/13/20
TLRY,6.57,Call,6.50,04/17/20,4,0.42,0.46,0.50,0.44,3755,1771,2.12,148.01%,04/13/20
TWTR,27.21,Put,25.00,04/24/20,11,0.26,0.37,0.48,0.48,853,404,2.11,71.98%,04/13/20
ERI,17.09,Call,20.00,05/15/20,32,2.65,2.72,2.80,2.75,1004,476,2.11,186.79%,04/13/20
BA,147.33,Put,155.00,04/17/20,4,9.90,10.68,11.45,11.27,2034,965,2.11,107.34%,04/13/20
SQ,59.42,Call,58.50,04/17/20,4,2.64,2.8,2.95,2.90,515,245,2.1,97.81%,04/13/20
PHM,24.8,Put,21.00,04/17/20,4,0.10,0.35,0.60,0.25,606,289,2.1,147.14%,04/13/20
MS,39.58,Call,47.00,04/17/20,4,0.08,0.24,0.39,0.11,1961,932,2.1,103.00%,04/13/20
BABA,199.44,Put,190.00,05/01/20,18,2.28,2.67,3.05,2.74,803,384,2.09,37.26%,04/13/20
NVDA,269.85,Call,285.00,04/24/20,11,4.30,5.15,6.00,4.80,945,452,2.09,55.60%,04/13/20
AMZN,2168.87,Put,1950.00,04/17/20,4,0.89,1.04,1.18,1.05,1927,924,2.09,51.88%,04/13/20
BP,24.91,Call,26.00,05/15/20,32,1.00,1.05,1.10,1.05,4271,2043,2.09,50.67%,04/13/20
AAPL,273.25,Put,265.00,04/17/20,4,2.11,2.16,2.20,2.17,25961,12397,2.09,47.33%,04/13/20
TSLA,650.95,Call,650.00,05/01/20,18,57.40,61.2,65.00,61.40,790,379,2.08,105.61%,04/13/20
NLY,6.08,Put,5.50,04/17/20,4,0.09,0.11,0.12,0.10,1154,554,2.08,127.11%,04/13/20
AMC,2.08,Put,1.00,09/18/20,158,0.45,0.48,0.50,0.50,4177,2015,2.07,279.68%,04/13/20
DAL,23.25,Call,23.00,04/17/20,4,1.30,1.39,1.48,1.46,4620,2236,2.07,137.78%,04/13/20
AMD,50.94,Call,50.00,04/17/20,4,1.89,1.91,1.93,1.89,41034,19804,2.07,64.74%,04/13/20
AMD,50.94,Put,48.00,05/01/20,18,1.51,1.77,2.03,1.85,746,363,2.06,71.15%,04/13/20
AAL,11.56,Call,18.00,06/19/20,67,0.63,0.73,0.82,0.68,1584,769,2.06,113.24%,04/13/20
SQ,59.42,Put,54.00,04/17/20,4,0.67,0.73,0.79,0.72,1199,584,2.05,108.79%,04/13/20
CCL,11.5,Put,30.00,01/21/22,648,20.30,20.55,20.80,20.70,1268,619,2.05,97.57%,04/13/20
AAPL,273.25,Call,265.00,04/24/20,11,12.45,12.77,13.10,12.83,1706,834,2.05,42.73%,04/13/20
FB,174.79,Call,172.50,04/17/20,4,4.45,4.63,4.80,4.70,4664,2280,2.05,47.14%,04/13/20
AMC,2.08,Call,3.00,06/19/20,67,0.45,0.55,0.65,0.48,633,311,2.04,207.25%,04/13/20
UAL,28.91,Put,10.00,01/21/22,648,2.07,2.36,2.64,2.38,713,350,2.04,101.59%,04/13/20
BA,147.33,Call,165.00,04/17/20,4,1.16,1.36,1.56,1.37,3430,1683,2.04,105.55%,04/13/20
XOM,42.76,Call,44.00,04/17/20,4,0.68,0.83,0.97,0.76,4533,2217,2.04,70.87%,04/13/20
GILD,75.28,Call,76.00,04/17/20,4,1.10,1.28,1.45,1.42,2618,1290,2.03,55.46%,04/13/20
AAPL,273.25,Put,255.00,04/17/20,4,0.73,0.77,0.81,0.78,15711,7742,2.03,53.73%,04/13/20
GILD,75.28,Put,72.00,04/17/20,4,0.52,0.87,1.22,0.59,652,322,2.02,57.56%,04/13/20
NVDA,269.85,Call,260.00,04/24/20,11,16.35,17.18,18.00,17.56,1002,496,2.02,65.05%,04/13/20
MA,263.34,Call,260.00,04/17/20,4,7.55,8.78,10.00,7.96,1072,532,2.02,56.04%,04/13/20
JPM,98.19,Put,87.00,04/17/20,4,0.41,0.47,0.53,0.48,1345,666,2.02,94.11%,04/13/20
SHOP,447.45,Call,450.00,04/17/20,4,13.20,14.75,16.30,13.20,1195,595,2.01,76.90%,04/13/20
TSLA,650.95,Put,515.00,04/17/20,4,0.60,0.68,0.76,0.68,1425,708,2.01,115.00%,04/13/20
GILD,75.28,Call,76.50,04/17/20,4,0.18,0.81,1.44,0.86,508,254,2,43.58%,04/13/20
JNJ,139.77,Call,175.00,07/17/20,95,0.30,0.41,0.51,0.48,560,280,2,26.86%,04/13/20
BA,147.33,Call,167.50,04/17/20,4,0.92,1.03,1.14,1.03,1083,541,2,104.78%,04/13/20
TXMD,0.91,Call,1.00,09/18/20,158,0.30,0.32,0.35,0.32,698,351,1.99,149.88%,04/13/20
INTC,58.7,Call,90.00,01/15/21,277,0.22,0.28,0.33,0.24,2040,1026,1.99,26.63%,04/13/20
RAD,14.16,Call,20.00,05/15/20,32,0.67,0.73,0.79,0.78,655,330,1.98,139.68%,04/13/20
AR,1.42,Call,1.50,05/15/20,32,0.15,0.25,0.35,0.23,742,374,1.98,156.50%,04/13/20
TSLA,650.95,Call,545.00,04/17/20,4,103.45,107.43,111.40,106.74,904,456,1.98,91.53%,04/13/20
HD,198.79,Put,185.00,04/17/20,4,0.65,0.82,0.98,0.88,1073,541,1.98,62.99%,04/13/20
BYND,76.67,Call,85.00,04/17/20,4,0.62,0.68,0.74,0.69,1608,811,1.98,98.28%,04/13/20
ADNT,11.26,Call,20.00,01/15/21,277,1.35,1.63,1.90,1.41,2501,1260,1.98,86.21%,04/13/20
DAL,23.25,Put,19.00,04/17/20,4,0.15,0.17,0.19,0.18,4350,2196,1.98,156.50%,04/13/20
WMB,17.1,Call,18.00,01/15/21,277,2.25,2.65,3.05,2.58,1090,554,1.97,48.53%,04/13/20
RF,10.67,Put,8.00,08/21/20,130,0.54,0.67,0.79,0.59,1179,600,1.97,72.82%,04/13/20
MGM,13.91,Call,13.50,04/17/20,4,0.86,1.01,1.15,1.05,701,358,1.96,144.77%,04/13/20
CCL,11.5,Call,13.00,04/24/20,11,0.65,0.68,0.70,0.70,958,490,1.96,155.62%,04/13/20
UAL,28.91,Put,29.00,04/17/20,4,2.00,2.18,2.36,2.30,1256,642,1.96,186.95%,04/13/20
AAPL,273.25,Call,335.00,07/17/20,95,1.15,1.26,1.36,1.30,2543,1300,1.96,26.74%,04/13/20
ATVI,62.75,Call,65.00,04/17/20,4,0.39,0.42,0.45,0.40,3431,1753,1.96,45.09%,04/13/20
AMD,50.94,Put,46.00,04/17/20,4,0.18,0.21,0.23,0.20,12753,6498,1.96,78.07%,04/13/20
MTN,154.9,Call,165.00,04/17/20,4,1.15,1.93,2.70,1.40,569,293,1.94,72.89%,04/13/20
TMUS,86.17,Put,83.00,04/17/20,4,0.54,0.71,0.87,0.82,1001,517,1.94,57.37%,04/13/20
AKAM,95.19,Call,110.00,05/15/20,32,0.08,0.34,0.60,0.60,528,274,1.93,38.87%,04/13/20
SQ,59.42,Put,57.00,04/17/20,4,1.30,1.35,1.40,1.34,1170,607,1.93,97.06%,04/13/20
CCL,11.5,Call,12.50,04/17/20,4,0.40,0.43,0.45,0.42,4844,2507,1.93,164.88%,04/13/20
AMD,50.94,Call,60.00,05/01/20,18,0.40,0.44,0.48,0.46,979,510,1.92,62.80%,04/13/20
AMD,50.94,Put,46.00,04/24/20,11,0.66,0.69,0.71,0.71,1306,680,1.92,72.35%,04/13/20
